FIPS_Code,State,County,Borrelia_burgdorferi_sensu_stricto_County_Status,Borrelia_burgdorferi_sensu_stricto_Data_Source,Borrelia_mayonii_County_Status,Borrelia_mayonii_Data_Source,Borrelia_miyamotoi_County_Status,Borrelia_miyamotoi_Data_Source,Anaplasma_phagocytophilum_County_Status,Anaplasma_phagocytophilum_Data_Source,Ehrlichia_muris_eauclairensis_County_Status,Ehrlichia_muris_eauclairensis_Data_Source,Babesia_microti_County_Status,Babesia_microti_Data_Source,Powassan_virus_County_Status,Powassan_virus_Data_Source
15005,HI  ,Kalawao County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
15007,HI  ,Kauai County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
15009,HI  ,Maui County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16001,ID  ,Ada County                                                                                          ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16003,ID  ,Adams County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16005,ID  ,Bannock County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16007,ID  ,Bear Lake County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16009,ID  ,Benewah County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16011,ID  ,Bingham County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16013,ID  ,Blaine County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16015,ID  ,Boise County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16017,ID  ,Bonner County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16019,ID  ,Bonneville County                                                                                   ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16021,ID  ,Boundary County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16023,ID  ,Butte County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16025,ID  ,Camas County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16027,ID  ,Canyon County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16029,ID  ,Caribou County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16031,ID  ,Cassia County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16033,ID  ,Clark County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16035,ID  ,Clearwater County                                                                                   ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16037,ID  ,Custer County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16039,ID  ,Elmore County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16041,ID  ,Franklin County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16043,ID  ,Fremont County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16045,ID  ,Gem County                                                                                          ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16047,ID  ,Gooding County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16049,ID  ,Idaho County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16051,ID  ,Jefferson County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16053,ID  ,Jerome County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16055,ID  ,Kootenai County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16057,ID  ,Latah County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16059,ID  ,Lemhi County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16061,ID  ,Lewis County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16063,ID  ,Lincoln County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16065,ID  ,Madison County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16067,ID  ,Minidoka County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16069,ID  ,Nez Perce County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16071,ID  ,Oneida County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16073,ID  ,Owyhee County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16075,ID  ,Payette County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16077,ID  ,Power County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16079,ID  ,Shoshone County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16081,ID  ,Teton County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16083,ID  ,Twin Falls County                                                                                   ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16085,ID  ,Valley County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
16087,ID  ,Washington County                                                                                   ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17001,IL  ,Adams County                                                                                        ,No Records,CDC ArboNET Tick Module 2020 submission,No Records,CDC ArboNET Tick Module 2020 submission,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17003,IL  ,Alexander County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17005,IL  ,Bond County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17007,IL  ,Boone County                                                                                        ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17009,IL  ,Brown County                                                                                        ,No Records,CDC ArboNET Tick Module 2020 submission,No Records,CDC ArboNET Tick Module 2020 submission,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17011,IL  ,Bureau County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17013,IL  ,Calhoun County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17015,IL  ,Carroll County                                                                                      ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17017,IL  ,Cass County                                                                                         ,Present,CDC ArboNET Tick Module 2020 submission,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17019,IL  ,Champaign County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17021,IL  ,Christian County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17023,IL  ,Clark County                                                                                        ,Present,CDC ArboNET Tick Module 2020 submission,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17025,IL  ,Clay County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17027,IL  ,Clinton County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17029,IL  ,Coles County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17031,IL  ,Cook County                                                                                         ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17033,IL  ,Crawford County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17035,IL  ,Cumberland County                                                                                   ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17037,IL  ,DeKalb County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17039,IL  ,De Witt County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17041,IL  ,Douglas County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17043,IL  ,DuPage County                                                                                       ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,Present,Fleshman et al. 2022,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17045,IL  ,Edgar County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17047,IL  ,Edwards County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17049,IL  ,Effingham County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17051,IL  ,Fayette County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17053,IL  ,Ford County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17055,IL  ,Franklin County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17057,IL  ,Fulton County                                                                                       ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17059,IL  ,Gallatin County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17061,IL  ,Greene County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17063,IL  ,Grundy County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17065,IL  ,Hamilton County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17067,IL  ,Hancock County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17069,IL  ,Hardin County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17071,IL  ,Henderson County                                                                                    ,Present,CDC ArboNET Tick Module 2020 submission,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17073,IL  ,Henry County                                                                                        ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17075,IL  ,Iroquois County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17077,IL  ,Jackson County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17079,IL  ,Jasper County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17081,IL  ,Jefferson County                                                                                    ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17083,IL  ,Jersey County                                                                                       ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17085,IL  ,Jo Daviess County                                                                                   ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17087,IL  ,Johnson County                                                                                      ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17089,IL  ,Kane County                                                                                         ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17091,IL  ,Kankakee County                                                                                     ,No Records,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17093,IL  ,Kendall County                                                                                      ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17095,IL  ,Knox County                                                                                         ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,No Records,Fleshman et al. 2022,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022,No Records,Fleshman et al. 2022
17097,IL  ,Lake County                                                                                         ,Present,CDC ArboNET Tick Module historic data,No Records,CDC ArboNET Tick Module historic data,Present,Fleshman et al. 2022,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022,Present,Fleshman et al. 2022,No Records,Fleshman et al. 2022
